,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID
Ticker,AL241176 Corp,AL625600 Corp,AN216266 Corp,AN216270 Corp,AN763204 Corp,AP306580 Corp,AQ234625 Corp,AR547092 Corp,AR738766 Corp,AR738776 Corp,AR738797 Corp,AU350157 Corp,AU573105 Corp,AX121571 Corp,AX520482 Corp,AX751637 Corp,BG185059 Corp,BG185061 Corp,ED972798 Corp,EK098732 Corp,EK143492 Corp,EK315595 Corp,EK461618 Corp,EK588292 Corp,EK692104 Corp,EK803079 Corp,EK814844 Corp,EK846452 Corp,JK382986 Corp,JK718671 Corp,QJ587151 Corp,QJ736299 Corp,QZ498658 Corp,QZ975058 Corp,QZ999715 Corp,ZP389518 Corp,ZQ412374 Corp,ZQ412375 Corp,ZR673139 Corp
Refdate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-16,4.109,-3.558,261.23,267.277,546.025,574.258,364.344,691.641,703.22,349.6,411.831,21.174,615.796,330.183,356.402,585.073,,,3.124,824.798,318.357,1.862,455.45,231.202,-4.707,135.02,242.309,70.149,1.165,328.171,-1.839,-5.048,263.284,,,,,,
2019-05-17,4.24,-3.215,255.993,258.593,547.774,575.63,367.675,691.38,704.643,350.319,414.32,21.457,615.934,330.314,358.423,586.27,,,3.8369999999999997,830.757,320.218,1.991,455.854,231.313,-4.51,135.358,244.083,70.84,1.232,329.302,-1.7530000000000001,-4.94,266.659,,,,,,
2019-05-20,4.344,-3.06,248.926,255.48,552.818,581.239,364.828,696.65,709.954,351.452,414.45,21.456,624.915,331.082,357.91,593.112,,,1.409,864.184,317.314,1.782,462.449,231.475,-4.463,133.914,244.361,69.177,1.203,338.94,-1.728,-5.092,265.678,,,,,,
2019-05-21,4.284,-3.004,242.553,252.106,553.618,580.91,366.217,696.545,710.397,351.182,415.202,21.709,624.958,331.105,359.906,591.06,,,2.273,862.81,314.871,1.7109999999999999,461.43,232.823,-4.349,134.75,246.736,70.736,1.408,338.57,-1.506,-5.085,263.987,,,,,,
2019-05-22,4.318,-3.163,236.728,248.99,562.037,591.777,369.457,705.493,719.254,361.683,424.571,21.595,631.506,332.882,372.758,602.923,,,4.427,905.56,320.149,1.7229999999999999,475.974,238.627,-4.501,145.692,252.59,71.495,1.363,352.271,-1.323,-4.885,263.489,,,,,,
2019-05-23,4.346,-2.5,249.318,256.287,577.525,606.824,381.778,722.061,741.055,380.212,438.694,21.752,652.058,341.473,386.588,621.112,,,4.665,1033.619,331.004,1.741,498.033,252.5,-4.452,163.326,265.879,75.916,1.413,371.43,-1.109,-4.895,272.018,,,,,,
2019-05-24,4.382,-2.713,247.821,249.32,572.297,603.088,376.56,717.437,734.628,375.771,435.97,21.733,645.087,339.8,378.226,613.009,,,2.368,999.809,325.838,1.933,498.238,252.035,-4.378,160.151,263.129,75.414,1.5310000000000001,358.721,-1.328,-4.907,267.185,,,,,,
2019-05-27,4.429,-2.9450000000000003,247.185,246.994,574.022,601.934,374.933,717.1,734.542,378.899,440.193,21.613,645.826,337.152,380.354,611.488,,,2.022,994.525,326.947,1.933,504.977,251.68,-4.317,158.079,265.41,75.083,1.399,351.674,-0.9460000000000001,-4.393,265.441,,,,,,
2019-05-28,4.428,-2.719,248.593,250.991,579.893,608.426,374.721,721.625,741.708,371.84,433.215,21.868,646.874,339.811,374.612,613.944,,,2.58,1021.962,323.932,1.9729999999999999,499.936,254.271,-4.204,157.953,264.33,76.323,1.6139999999999999,361.68,-1.072,-4.442,263.038,,,,,,
2019-05-29,4.454,-2.8449999999999998,257.469,254.831,593.101,621.354,378.815,730.687,749.499,373.833,435.597,21.861,654.668,340.666,374.912,624.636,,,3.425,1037.336,325.875,1.9,513.313,256.177,-4.318,157.82,265.804,78.48,1.52,371.154,-0.971,-4.514,263.074,,,,,,
2019-05-30,4.369,-2.714,258.182,256.497,584.904,613.404,369.387,721.252,740.704,365.828,429.036,21.936,643.455,338.174,365.789,614.361,,,5.159,931.018,318.767,1.974,502.523,253.042,-3.758,150.796,261.4,78.472,1.669,351.446,-0.788,-4.2780000000000005,249.871,,,,,,
2019-05-31,4.551,-2.7030000000000003,266.462,271.091,590.902,621.94,376.989,729.915,744.29,374.965,435.501,22.008,650.006,338.727,370.775,620.653,,,3.7439999999999998,901.358,325.094,2.212,512.845,255.689,-4.088,157.986,264.977,77.879,1.8519999999999999,357.537,-0.619,-4.28,258.092,,,,,,
2019-06-03,4.374,-2.745,267.712,275.176,592.891,615.904,378.202,730.929,746.416,377.389,435.864,22.045,650.04,338.95,373.105,622.49,,,3.785,851.645,326.284,1.9969999999999999,506.76,257.211,-4.205,160.79,266.061,79.481,1.6059999999999999,357.288,-0.761,-4.348,257.433,,,,,,
2019-06-04,4.561,-2.823,262.818,273.901,577.76,580.479,368.602,705.069,724.851,363.491,423.1,22.278,618.541,322.936,358.665,595.326,,,3.7199999999999998,699.98,316.248,1.943,481.991,254.712,-4.254,149.467,260.471,74.793,1.597,321.255,-0.783,-4.436,246.398,,,,,,
2019-06-05,4.468,-2.791,252.476,255.799,565.826,564.253,354.342,696.858,708.76,349.978,414.551,22.203,600.443,304.408,348.587,577.954,,,3.535,608.773,302.946,1.955,478.838,240.786,-4.341,130.077,250.722,71.95,1.316,294.751,-0.855,-4.394,236.801,,,,,,
2019-06-06,4.294,-2.768,245.13,250.828,562.168,554.173,336.546,692.848,705.951,338.716,407.651,22.125,596.186,300.612,336.328,572.576,,,4.079,632.538,296.248,1.912,475.619,232.791,-4.094,124.587,248.911,71.038,1.482,287.229,-0.586,-4.37,229.044,,,,,,
2019-06-07,4.287,-2.565,237.458,248.906,557.819,548.285,335.627,687.312,701.405,331.994,404.336,22.393,590.86,296.926,332.239,564.619,,,4.049,575.547,294.181,2.218,470.076,233.221,-3.998,122.969,249.463,69.41,1.469,282.653,-0.56,-4.437,226.639,,,,,,
2019-06-10,4.131,-2.634,233.438,237.888,549.005,539.279,319.458,676.854,693.434,319.112,392.467,21.857,578.378,295.019,316.811,555.829,,,3.162,511.147,285.035,1.791,457.628,228.582,-4.224,109.892,239.693,67.312,1.558,273.607,-0.37,-4.466,210.797,,,,,,
2019-06-11,4.349,-2.531,229.532,237.271,546.927,534.562,305.656,674.202,690.534,306.987,378.784,22.373,572.087,294.437,306.764,551.834,,,4.608,511.951,275.542,2.074,453.252,217.577,-4.117,100.128,230.857,66.68,1.58,268.782,-0.578,-4.281,205.607,,,,,,
2019-06-12,4.35,-2.6310000000000002,226.553,229.209,552.088,539.328,320.266,680.724,696.894,318.956,387.956,22.324,579.168,297.443,321.427,561.123,,,4.554,536.716,284.628,2.051,463.752,226.196,-4.078,106.06,233.557,66.82,1.499,277.872,-0.846,-4.248,217.309,,,,,,
2019-06-13,4.304,-2.672,215.361,215.172,553.046,535.536,315.878,678.346,696.4,315.32,379.437,22.208,576.447,297.448,316.891,559.332,,,6.313,525.347,283.273,1.959,461.457,222.674,-4.086,104.316,234.08,66.817,1.434,273.657,-0.912,-4.163,214.63,,,,,,
2019-06-14,4.292,-2.654,211.353,211.85,555.844,540.7,313.31,679.369,700.673,313.337,376.844,22.317,579.112,297.937,314.109,562.645,,,3.834,517.04,279.725,1.897,464.997,220.704,-4.294,103.876,233.156,65.925,1.496,273.129,-0.336,-4.338,213.52,,,,,,
2019-06-17,4.192,-2.5220000000000002,208.56,212.73,552.606,539.444,310.249,676.826,697.044,310.605,375.728,22.273,576.548,296.859,312.95,560.981,,,4.96,514.113,277.82,2.091,460.965,214.236,-4.13,102.706,227.442,65.432,1.3940000000000001,273.044,-0.619,-4.097,209.445,,,,,,
2019-06-18,4.089,-2.874,196.99,203.072,530.675,515.845,287.211,637.373,661.277,290.575,361.606,22.053,533.967,281.33,291.859,525.266,,,3.225,376.619,263.504,2.016,428.596,201.327,-4.446,91.886,212.338,63.062,1.232,247.892,-1.076,-4.354,197.134,,,,,,
2019-06-19,4.101,-2.768,174.207,156.951,507.386,495.246,261.122,600.432,629.251,260.703,339.302,21.964,511.946,269.58,276.562,505.916,,,5.376,277.883,241.725,1.9260000000000002,405.398,186.674,-4.461,88.312,201.348,62.109,1.3940000000000001,233.971,-0.55,-4.068,180.384,,,,,,
2019-06-20,3.711,-2.882,145.392,132.899,493.548,486.429,254.05,585.401,620.998,260.602,333.121,21.852,506.623,261.698,275.558,497.315,,,3.673,319.762,239.215,1.564,394.45,177.832,-4.552,85.642,196.718,57.296,1.076,248.627,-0.515,-4.381,180.935,,,,,,
2019-06-21,3.826,-2.683,146.822,136.389,508.65,506.434,260.889,615.84,639.431,265.464,337.777,22.034,515.391,261.737,281.347,508.521,,,3.928,374.319,243.068,1.8639999999999999,404.464,178.202,-4.326,89.767,198.727,56.105,1.322,261.572,-0.526,-4.39,186.131,,,,,,
2019-06-24,3.705,-2.802,139.077,131.393,511.724,507.877,260.496,617.111,643.204,268.96,340.427,22.154,515.629,260.323,282.917,509.555,,,5.134,364.34,246.589,1.689,409.861,176.131,-4.421,90.972,200.512,56.17,1.203,262.874,-0.278,-4.348,185.579,,,,,,
2019-06-25,3.892,-2.724,141.366,133.183,524.314,519.336,264.947,625.058,653.707,273.745,344.928,22.006,531.223,259.769,290.545,523.735,,,3.86,465.904,251.686,1.733,424.319,181.776,-4.47,98.608,208.158,55.551,1.151,277.836,-0.30000000000000004,-4.217,188.721,,,,,,
2019-06-26,3.8369999999999997,-2.7359999999999998,150.238,135.694,522.932,517.239,273.825,620.43,651.622,286.327,350.016,21.827,529.231,260.648,299.435,522.379,,,4.943,478.359,260.227,1.653,423.986,192.134,-4.548,107.606,213.493,55.968,1.316,277.796,-0.214,-4.44,198.209,,,,,,
2019-06-27,3.922,-2.783,143.976,129.447,518.652,513.614,267.592,609.157,649.793,277.903,344.07,21.925,527.211,261.569,293.396,515.696,,,3.358,426.4,254.24,1.8940000000000001,414.52,189.755,-4.271,110.49,214.986,54.775,1.142,270.878,0.221,-4.226,191.426,,,,,,
2019-06-28,3.8040000000000003,-2.855,141.986,133.179,510.45,502.313,250.791,601.402,644.626,265.097,335.443,21.954,516.902,259.715,282.997,499.48,,,3.023,343.438,245.24,1.544,406.366,177.152,-4.12,105.384,210.082,53.506,0.9560000000000001,256.611,-0.544,-4.441,183.49,,,,,,
2019-07-01,3.821,-2.968,126.25,123.403,503.185,492.684,232.352,586.681,632.952,242.167,322.291,21.746,502.51,256.043,269.352,491.081,,,4.347,173.122,232.963,1.568,395.299,163.769,-4.458,99.877,201.336,52.444,0.8230000000000001,245.838,-0.041,-4.2,177.058,,,,,,
2019-07-02,3.816,-2.908,125.869,119.93,498.456,488.993,228.731,581.63,630.739,240.398,319.91,21.764,500.39,252.452,267.764,489.527,,,3.696,115.259,228.261,1.725,394.494,161.791,-4.185,97.515,199.634,51.746,1.088,245.54,-0.353,-4.308,177.481,,,,,,
2019-07-03,3.816,-2.802,105.716,105.77,487.561,472.892,224.26,565.708,620.89,237.503,318.116,21.762,488.811,243.906,265.521,475.567,,,5.4030000000000005,85.156,222.654,1.558,380.696,158.539,-4.024,97.028,198.974,49.306,1.085,239.775,-0.311,-4.118,175.81,,,,,,
2019-07-04,3.914,-2.747,98.236,104.722,479.355,464.454,224.859,557.39,613.652,237.553,316.876,21.827,481.494,237.871,265.557,467.428,,,3.96,59.862,220.802,1.6480000000000001,374.997,153.904,-4.099,93.943,195.536,45.069,1.072,231.237,-0.007,-4.631,176.619,,,,,,
2019-07-05,3.729,-2.909,94.271,102.66,480.11,466.114,231.141,560.048,614.143,243.2,318.73,21.626,482.454,235.535,273.516,466.909,,,5.691,124.826,226.642,1.508,388.195,155.364,-4.346,93.332,191.793,42.013,0.983,240.855,0.586,-4.04,183.085,,,,,,
2019-07-08,3.867,-2.858,99.705,105.52,496.457,481.615,245.35,577.234,628.278,258.721,329.072,21.345,503.684,235.251,284.41,490.842,,,3.891,326.433,237.392,1.655,413.061,166.998,-4.246,100.49,200.928,42.199,1.344,266.568,0.107,-4.417,191.795,,,,,,
2019-07-09,3.66,-2.84,100.96,107.812,503.863,496.11,254.101,588.64,632.162,273.097,334.27,21.406,519.733,235.878,292.417,503.588,,,5.092,476.611,248.724,1.546,426.844,174.798,-4.326,112.413,209.504,41.913,1.143,281.287,0.271,-3.9779999999999998,199.028,,,,,,
2019-07-10,3.838,-2.677,99.266,106.4,498.858,488.594,252.082,582.338,628.284,268.608,328.039,21.581,512.763,236.17,287.867,497.347,,,4.709,442.169,243.569,1.6099999999999999,423.402,176.138,-4.303,115.593,206.424,40.238,1.154,266.187,0.052000000000000005,-4.314,198.968,,,,,,
2019-07-11,3.739,-2.543,87.472,102.199,489.763,478.328,242.778,569.763,618.867,256.167,315.666,20.918,503.18,233.572,277.331,489.029,,,6.724,348.884,233.172,1.6,416.075,173.609,-4.129,110.472,194.982,38.654,1.272,257.001,0.211,-4.516,193.139,,,,,,
2019-07-12,3.6630000000000003,-2.446,85.634,94.854,486.904,477.406,241.033,568.591,617.858,252.52,314.303,21.195,501.725,231.914,275.335,487.946,,,3.221,323.409,231.394,1.568,412.925,174.383,-4.184,109.919,193.951,38.731,1.078,255.505,0.061,-4.407,192.103,,,,,,
2019-07-15,3.485,-2.511,85.194,92.412,490.305,481.291,241.931,573.549,622.33,253.058,316.064,21.037,505.845,231.496,276.437,491.575,,,4.269,309.062,231.756,1.3679999999999999,418.154,177.179,-4.324,111.909,195.517,36.778,1.098,260.733,-0.124,-4.543,192.461,,,,,,
2019-07-16,3.584,-2.613,90.62,95.019,493.477,485.498,242.244,578.018,625.485,252.897,314.038,21.131,510.696,232.709,276.74,498.356,,,4.485,337.825,230.859,1.409,425.327,178.497,-4.354,112.058,195.402,37.457,1.21,265.895,-0.261,-4.432,190.559,,,,,,
2019-07-17,3.446,-2.52,96.995,96.478,509.227,503.625,246.889,595.898,649.165,261.458,317.914,21.051,526.034,234.105,283.013,513.961,,,3.442,432.303,238.24,1.462,442.235,182.204,-4.226,117.059,206.787,37.091,1.117,274.899,-0.02,-4.427,193.706,,,,,,
2019-07-18,3.464,-2.692,109.126,115.906,516.276,509.967,259.106,606.663,651.304,274.705,323.53,20.885,534.172,235.502,292.554,523.44,,,2.979,475.699,249.475,1.501,452.677,191.875,-4.419,122.13,217.171,39.072,1.233,281.816,-0.219,-4.303,206.746,,,,,,
2019-07-19,3.394,-2.682,112.298,124.961,504.772,501.391,260.648,595.763,641.769,273.173,322.348,20.808,522.516,235.795,293.235,510.219,,,2.637,356.068,249.626,1.302,440.202,191.22,-4.235,123.031,220.386,39.232,1.166,265.98,-0.121,-4.548,208.733,,,,,,
2019-07-22,3.283,-2.767,110.823,121.837,506.173,500.445,262.663,596.977,643.873,272.167,322.425,20.915,523.046,233.078,293.765,511.828,,,3.06,372.988,250.15,1.32,440.993,193.466,-4.348,122.591,221.425,38.104,1.006,264.259,0.013000000000000001,-4.468,206.653,,,,,,
2019-07-23,3.357,-2.592,97.038,110.374,497.242,488.747,255.113,588.066,630.507,265.152,315.133,20.908,508.331,230.302,288.188,499.25,,,2.797,256.125,248.71,1.464,428.415,191.438,-4.188,118.823,215.525,36.125,1.089,251.448,0.327,-4.588,201.823,,,,,,
2019-07-24,3.418,-2.62,89.105,103.637,486.147,479.614,244.847,583.445,622.199,253.45,304.756,20.777,498.611,227.705,276.981,490.356,,,5.034,165.803,242.002,1.383,415.334,185.636,-3.856,113.669,206.924,32.506,1.011,241.393,-0.004,-4.524,185.565,,,,,,
2019-07-25,3.367,-2.733,83.911,88.467,485.22,479.471,224.704,579.59,626.357,237.981,288.534,20.977,493.109,227.581,261.437,487.504,,,2.793,160.12,229.985,1.232,413.148,176.312,-3.734,89.852,194.55,29.859,1.049,235.998,0.332,-4.421,170.449,,,,,,
2019-07-26,3.149,-2.88,89.875,96.575,485.719,479.678,234.356,579.805,629.816,244.997,296.721,20.688,492.9,226.793,269.063,486.103,,,4.551,189.068,235.474,1.173,414.641,177.342,-4.147,102.202,197.321,29.111,0.8240000000000001,234.827,0.14300000000000002,-4.565,174.732,,,,,,
2019-07-29,3.262,-2.666,105.679,104.311,489.37,482.407,243.187,582.581,634.017,250.205,303.912,20.902,497.015,226.639,273.794,489.43,,,2.126,263.143,243.591,1.315,416.102,179.63,-3.926,101.793,201.155,27.117,1.015,240.666,-0.304,-4.409,176.898,,,,,,
2019-07-30,3.174,-2.615,139.89,131.804,497.483,491.691,257.656,594.286,644.631,270.664,324.287,20.661,507.996,232.636,289.666,500.766,,,1.953,374.408,257.645,1.278,431.737,191.222,-3.7880000000000003,120.036,215.516,28.316,1.014,254.246,0.006,-4.357,190.078,,,,,,
2019-07-31,3.058,-2.599,129.248,137.041,498.78,493.397,263.02,596.106,653.436,273.775,325.428,20.729,509.989,232.196,291.338,502.517,,,2.358,370.527,261.56,1.286,432.512,191.1,-3.823,117.707,218.745,27.348,1.055,253.596,0.59,-4.246,192.26,,,,,,
2019-08-01,3.022,-2.565,137.09,138.973,500.564,497.55,276.348,599.912,658.623,286.507,329.674,20.835,514.111,232.417,293.274,506.593,,,2.565,389.169,268.09,1.6019999999999999,434.216,195.683,-3.803,116.611,221.938,28.831,1.064,257.638,0.586,-4.364,200.43,,,,,,
2019-08-02,2.6550000000000002,-2.368,162.961,164.215,516.497,515.649,295.978,621.147,677.961,307.232,347.322,20.694,528.83,238.213,306.638,522.262,,,2.455,548.316,287.009,1.339,452.45,208.684,-3.702,127.846,230.479,30.488,1.161,280.652,0.295,-4.245,214.181,,,,,,
2019-08-05,3.099,-2.505,208.184,186.76,538.459,536.056,312.114,646.434,700.677,322.795,363.888,20.708,549.458,245.804,322.508,545.316,,,2.327,755.213,302.309,1.194,477.063,219.381,-3.797,141.548,241.336,31.59,1.004,312.263,0.334,-4.068,224.565,,,,,,
2019-08-06,3.336,-2.318,203.079,216.106,543.919,531.538,290.755,639.791,705.855,296.92,346.31,20.774,546.091,248.811,306.89,542.976,,,2.843,630.29,285.796,1.297,476.767,213.173,-3.602,133.493,234.887,32.254,1.287,304.399,0.20600000000000002,-4.178,210.496,,,,,,
2019-08-07,3.245,-2.348,209.036,220.189,549.847,531.156,281.477,639.579,714.437,287.398,342.25,20.631,546.394,248.61,300.689,540.813,,,3.6189999999999998,490.865,278.375,1.205,475.131,211.274,-3.715,117.898,230.421,31.891,1.008,300.404,0.934,-4.055,205.601,,,,,,
2019-08-08,3.13,-2.391,199.984,211.479,543.964,521.927,272.934,633.299,707.376,277.539,332.719,20.707,536.543,247.673,291.705,532.499,,,2.188,308.353,270.167,1.334,464.566,199.421,-3.476,108.503,222.834,31.521,1.131,288.018,0.859,-4.032,195.123,,,,,,
2019-08-09,3.242,-2.138,200.795,208.864,548.914,526.619,266.87,638.303,711.486,274.955,329.033,20.737,542.172,249.062,284.606,537.637,,,2.352,391.612,262.621,1.301,466.854,196.944,-3.632,108.779,223.246,31.147,1.086,297.096,0.9590000000000001,-4.112,192.207,,,,,,
2019-08-12,2.997,-2.103,202.93,210.159,553.001,535.367,263.425,643.86,716.708,269.342,326.706,20.7,557.005,248.54,283.017,549.075,,,2.4050000000000002,469.378,259.993,1.16,472.275,196.499,-3.699,108.164,222.745,30.184,1.207,309.353,1.186,-4.02,189.886,,,,,,
2019-08-13,3.157,-1.9929999999999999,209.053,222.361,560.92,549.532,272.851,656.84,726.691,277.745,331.854,20.63,571.248,253.767,288.213,560.001,,,2.684,633.78,265.096,1.239,479.606,200.85,-3.398,108.974,229.318,31.953,1.199,324.363,1.2730000000000001,-3.949,195.23,,,,,,
2019-08-14,3.191,-1.6,198.725,203.811,570.929,564.122,279.182,666.735,738.281,283.554,340.093,20.89,581.334,254.991,296.143,568.846,,,3.931,900.306,273.656,1.464,489.005,203.746,-3.441,112.465,232.886,33.742,1.422,337.033,1.663,-3.808,196.982,,,,,,
2019-08-15,3.169,-1.978,203.751,207.992,588.776,579.567,297.616,680.614,757.205,302.141,355.945,20.669,595.114,260.226,312.849,584.586,,,2.9210000000000003,1036.05,291.671,1.6,503.059,211.346,-3.7560000000000002,127.472,249.101,35.323,1.367,352.965,1.313,-4.189,220.684,,,,,,
2019-08-16,3.146,-1.8980000000000001,215.152,211.766,582.304,573.557,289.489,675.228,749.618,293.587,350.619,20.888,584.24,257.66,307.012,576.445,,,3.385,594.035,284.345,1.403,490.938,210.153,-3.51,125.523,247.973,35.067,1.143,340.322,1.6760000000000002,-4.062,212.011,,,,,,
2019-08-19,3.047,-1.807,194.206,201.82,572.51,563.888,277.934,664.082,736.213,278.162,335.347,20.496,574.272,253.719,291.73,566.808,,,3.14,560.924,270.547,1.418,475.106,198.448,-3.6,113.653,238.294,34.557,1.283,320.896,2.095,-3.589,196.319,,,,,,
2019-08-20,3.093,-1.409,182.664,168.907,569.594,558.431,269.901,662.283,735.537,270.388,328.524,20.946,570.529,252.938,285.646,564.905,,,3.07,504.155,266.224,1.576,467.258,194.429,-2.965,114.213,233.637,35.05,1.3860000000000001,310.487,3.223,-2.813,185.595,,,,,,
2019-08-21,3.527,-1.289,142.617,143.209,555.799,548.349,255.03,650.371,722.366,256.916,312.002,21.096,557.105,246.867,271.286,550.477,,,2.964,416.089,249.855,1.448,449.72,181.305,-2.783,96.023,223.18,33.739,1.471,280.352,3.497,-1.912,173.125,,,,,,
2019-08-22,2.957,-1.201,123.374,118.539,539.536,529.671,239.386,634.975,707.069,243.247,299.212,21.237,540.603,243.149,258.899,536.551,,,3.068,330.753,238.969,1.4020000000000001,426.392,168.944,-2.651,88.27,214.05,32.87,1.524,256.612,3.092,-1.921,156.328,,,,,,
2019-08-23,3.195,-1.474,122.176,116.725,539.279,529.702,239.337,634.407,705.989,241.979,296.379,21.657,537.533,240.145,256.212,534.0,,,1.584,292.736,237.135,1.663,425.4,171.359,-2.564,85.689,213.451,32.381,1.7389999999999999,250.939,2.654,-2.504,155.495,,,,,,
2019-08-26,3.23,-1.819,114.412,101.057,538.818,529.22,239.527,636.678,709.135,243.147,298.283,21.207,538.816,239.156,256.903,533.05,,,-0.9530000000000001,279.23,234.967,1.78,422.276,171.536,-2.628,82.158,215.233,32.389,1.812,249.766,3.225,-2.318,154.784,,,,,,
2019-08-27,3.045,-1.432,123.844,115.364,538.929,531.657,243.732,637.865,702.252,246.548,303.02,21.075,539.073,244.008,260.665,533.226,,,2.103,292.628,240.588,1.845,427.05,173.176,-2.6189999999999998,85.34,215.153,34.871,1.596,255.352,2.958,-2.485,159.927,,,,,,
2019-08-28,2.934,-1.362,107.903,108.628,539.609,532.454,251.121,638.939,701.711,252.244,310.142,20.977,538.216,242.518,267.49,533.303,,,0.459,307.564,246.209,1.5270000000000001,425.285,173.511,-2.66,85.758,216.359,37.455,1.524,251.1,2.925,-2.375,166.431,,,,,,
2019-08-29,3.023,-1.233,76.807,79.027,535.463,527.132,255.787,626.386,693.831,254.869,311.184,20.965,529.917,239.225,271.964,524.169,,,0.011,266.458,249.437,1.557,416.522,174.808,-2.612,85.886,215.874,37.717,1.495,237.606,3.15,-2.242,173.847,,,,,,
2019-08-30,2.92,-1.744,69.198,74.19,534.747,522.449,255.269,618.88,692.516,254.996,311.144,20.831,522.334,238.556,271.251,519.033,,,2.039,254.038,250.457,1.506,410.142,174.437,-2.89,86.566,215.729,39.26,1.376,230.248,2.773,-2.572,175.597,,,,,,
2019-09-02,3.009,-1.218,69.562,70.916,529.548,518.868,257.277,616.128,687.854,255.674,312.186,20.866,515.217,238.619,273.491,514.026,,,1.587,240.525,251.39,1.674,406.099,175.8,-2.521,88.955,217.124,42.013,1.6,228.804,3.599,-1.63,177.332,,,,,,
2019-09-03,3.188,-1.532,84.588,89.652,529.365,520.021,266.368,617.77,691.287,266.267,317.898,21.234,514.221,242.235,280.57,513.41,,,2.2,255.21,261.502,1.689,408.503,179.782,-2.7279999999999998,96.436,219.865,44.832,1.5390000000000001,233.327,4.284,-2.041,190.564,,,,,,
2019-09-04,2.969,-1.475,88.05,88.676,521.298,508.1,263.194,608.602,682.562,263.002,315.556,20.848,500.591,243.341,278.68,502.384,,,2.461,233.903,259.722,1.767,396.522,176.767,-2.567,94.772,217.238,45.291,1.474,220.442,3.706,-2.236,186.982,,,,,,
2019-09-05,2.76,-1.49,104.335,90.588,512.183,495.58,248.993,593.876,669.364,249.261,297.621,21.017,485.566,240.807,264.947,490.461,,,2.922,194.362,247.405,1.452,378.858,172.145,-2.505,88.76,209.303,44.591,1.458,211.164,3.4130000000000003,-2.159,175.516,,,,,,
2019-09-06,3.232,-1.574,120.268,98.448,516.012,501.511,256.524,601.94,681.867,258.185,306.17,21.039,486.863,240.555,272.254,493.258,,,2.425,243.858,252.057,2.1310000000000002,383.931,174.556,-2.568,92.034,213.444,45.175,1.584,214.58,3.008,-2.001,181.95,,,,,,
2019-09-09,3.172,-1.475,131.268,118.148,523.51,506.985,261.518,611.517,693.088,259.034,305.603,21.054,489.006,243.018,273.985,495.29,,,1.157,253.79,253.421,2.004,388.279,176.018,-2.471,95.447,213.17,46.286,1.396,216.579,2.74,-2.245,183.794,,,,,,
2019-09-10,3.284,-1.3519999999999999,144.26,124.411,530.192,505.011,264.702,611.233,690.958,265.249,308.682,21.191,489.362,250.372,275.676,493.413,,,2.12,299.09,258.035,2.098,397.005,177.67,-2.248,98.762,220.007,49.074,1.574,217.604,3.172,-2.07,186.425,,,,,,
2019-09-11,2.947,-1.5750000000000002,146.552,122.724,520.831,496.804,266.538,607.466,682.06,268.378,311.185,21.199,486.168,249.154,276.016,481.674,,,1.939,298.367,261.197,1.908,392.349,178.285,-2.309,98.365,220.563,49.136,1.436,215.429,2.7359999999999998,-2.021,189.008,,,,,,
2019-09-12,3.172,-0.908,120.293,104.933,481.452,459.937,216.598,568.902,639.797,220.09,276.316,21.155,447.094,240.259,232.619,444.552,,,3.421,143.913,214.038,1.952,356.568,150.951,-1.9849999999999999,75.689,198.493,48.844,1.017,184.471,3.951,-1.883,138.686,,,,,,
