,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID,Z_SPRD_MID
Ticker,AM249660 Corp,AM249829 Corp,AM767513 Corp,AO044440 Corp,AO044441 Corp,AQ286676 Corp,AQ286717 Corp,AQ804746 Corp,AT621876 Corp,AT621983 Corp,AU669900 Corp,AU690552 Corp,AW852557 Corp,AZ187081 Corp,EF003854 Corp,EF005003 Corp,EF413043 Corp,EH973309 Corp,EI202130 Corp,EI277206 Corp,EI280468 Corp,EI333506 Corp,EI400413 Corp,EI447384 Corp,EI506702 Corp,EI551649 Corp,EI685910 Corp,EI827713 Corp,EJ516233 Corp,EJ699138 Corp,EJ734216 Corp,EJ734501 Corp,EJ891119 Corp,EK016196 Corp,EK024568 Corp,EK081094 Corp,EK089367 Corp,EK124413 Corp,EK144722 Corp,EK160676 Corp,EK261914 Corp,EK359206 Corp,EK612958 Corp,EK686365 Corp,EK946829 Corp,EK998300 Corp,JK609904 Corp,QJ858742 Corp,QZ515948 Corp,ZQ099072 Corp,ZR521373 Corp,ZR594518 Corp,ZR594522 Corp,ZS215020 Corp
Refdate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-02,,,-0.06,73.457,91.774,321.098,322.11,295.76,496.9,497.721,308.855,9.23,134.299,,-6.138,13.378,3.591,273.287,10.656,-3.755,30.373,19.386,65.676,-6.607,,-0.342,0.23600000000000002,-2.046,340.565,116.374,-11.778,,1170.798,0.922,366.204,21.493,445.468,180.156,401.982,123.436,352.327,31.232,273.345,293.027,183.207,29.365,181.124,25.601,284.003,,,,,
2019-04-03,,,0.196,74.017,91.964,315.454,314.077,284.908,487.057,489.859,302.82,9.293,126.709,,-6.276,14.597,6.054,260.325,11.64,-4.066,31.146,20.736,62.65,-6.627,,2.184,-0.134,-1.706,336.364,115.905,-12.273,,1205.21,1.178,361.651,22.269,472.412,172.365,389.519,123.974,344.615,33.481,265.329,283.494,183.04,31.124,181.898,26.57,274.356,,,,,
2019-04-04,,,0.017,73.849,92.116,314.943,314.748,285.399,488.504,491.144,306.007,9.057,128.434,,-7.425,14.632,6.378,261.01,11.148,-2.241,31.477,21.233,64.442,-6.537,,2.028,-0.594,-1.9,339.702,115.364,-11.339,,1358.86,1.059,365.566,22.217,513.397,173.146,387.172,123.382,343.856,34.589,266.17,284.701,173.762,31.011,180.829,26.447,274.025,,,,,
2019-04-05,,,0.296,73.757,92.552,314.264,314.298,281.308,483.911,485.473,307.508,8.957,143.267,,-8.621,14.905,7.444,257.223,12.713,-1.771,31.467,21.591,63.851,-6.795,,2.864,-1.29,-2.053,337.132,114.341,-10.676,,1360.288,1.071,364.421,22.586,502.042,166.545,374.698,122.95,337.949,35.011,263.389,279.926,166.211,31.529,182.131,26.942,270.974,,,,,
2019-04-08,,,-0.083,74.09,93.143,311.772,314.794,281.925,478.996,482.191,307.889,9.031,144.896,,-7.446,14.858,6.628,255.357,12.296,-3.8120000000000003,31.502,20.948,63.63,-6.678,,2.461,-1.4100000000000001,-2.022,337.743,113.274,-11.69,,1345.486,0.93,365.446,22.923000000000002,504.674,167.166,374.005,121.948,337.898,34.419,263.254,279.933,167.564,31.609,179.383,27.375,271.185,,,,,
2019-04-09,,,-0.274,73.614,92.129,310.159,309.849,281.405,476.082,477.624,308.448,8.997,158.297,,-9.233,14.226,7.242,240.736,12.732,-4.197,31.49,21.232,72.164,-6.867,,2.977,-1.468,-2.16,338.915,113.005,-11.767,,1342.461,0.736,366.369,22.718,505.487,157.208,360.589,122.033,337.21,34.686,263.23,280.266,167.621,31.3,179.227,27.035,271.525,,,,,
2019-04-10,,,-0.073,74.159,92.99,307.832,309.277,279.277,469.979,470.172,310.481,9.177,167.541,,-8.931000000000001,14.437,7.766,241.706,12.474,-4.093,31.159,21.48,87.495,-6.791,,3.003,-1.357,-2.111,340.686,111.564,-12.034,,1351.222,0.655,368.308,23.001,504.971,159.332,352.646,120.764,336.25,34.267,264.66,275.626,168.781,32.737,178.321,27.29,271.109,,,,,
2019-04-11,,,-0.117,74.341,92.86,306.006,304.985,271.465,462.032,463.019,301.958,8.291,167.527,,-8.944,14.629,7.971,239.567,12.97,-1.929,31.766,21.441,86.496,-6.397,,3.606,-1.653,-2.157,327.732,109.592,-11.624,,1326.123,0.577,358.701,23.104,501.954,159.256,336.216,119.76,325.371,34.381,257.946,265.334,167.935,32.528,177.336,27.466,264.58,,,,,
2019-04-12,,,-0.039,74.673,93.031,307.277,305.163,262.712,456.027,455.351,295.252,8.618,162.106,,-6.973,14.308,7.832,233.131,11.479,-4.589,31.205,20.801,84.486,-6.888,,3.385,-2.197,-2.195,317.335,107.798,-12.214,,1321.65,0.498,348.722,23.023,489.289,157.323,337.504,117.853,316.381,32.411,248.98,257.741,166.144,32.273,176.567,27.749,256.527,,,,,
2019-04-15,,,-0.596,73.243,91.762,306.044,305.711,261.243,457.306,456.077,272.163,7.989,159.149,,-5.312,14.304,7.346,230.237,11.59,-2.6710000000000003,29.512,20.368,76.951,-6.957,,2.692,-2.5620000000000003,-2.08,298.096,106.419,-12.241,,1317.903,0.376,334.529,22.18,480.392,153.973,337.885,116.473,312.257,29.722,244.356,256.024,169.873,30.874,174.5,26.279,255.096,,,,,
2019-04-16,,,-0.76,71.975,91.08,305.489,304.685,259.789,452.892,451.78,275.999,7.894,168.803,,-6.242,13.631,6.218,228.939,11.308,-2.074,29.166,18.713,78.518,-6.746,,2.319,-3.026,-2.111,299.534,105.198,-12.386,,1310.376,0.166,334.996,21.445,478.169,153.851,336.957,114.299,308.927,27.46,241.386,255.071,168.763,29.537,169.393,25.588,254.165,,,,,
2019-04-17,,,-1.054,70.269,90.454,302.315,302.857,258.903,453.196,450.204,279.175,7.353,169.179,,-7.014,13.5,4.872,226.902,10.444,-4.633,29.848,18.016,74.631,-7.024,,2.067,-3.137,-2.527,300.792,104.856,-12.71,,1321.363,-0.021,337.303,21.186,476.467,152.229,331.11,113.858,307.463,25.425,239.347,255.105,161.945,28.108,168.698,24.889,252.435,,,,,
2019-04-18,,,-1.103,69.167,89.892,301.104,301.795,264.001,458.011,455.879,283.656,7.316,171.409,,-7.098,13.156,3.976,229.292,9.877,-3.561,31.192,18.388,74.3,-7.418,,1.034,-3.118,-2.473,304.885,105.206,-13.035,,1322.051,0.061,340.781,20.79,481.312,154.074,331.114,112.282,309.277,24.971,244.469,258.619,162.718,27.55,168.619,24.436,257.687,,,,,225.272
2019-04-23,,,-1.096,68.439,88.728,299.652,300.159,263.557,458.045,456.935,282.371,7.081,173.214,,-6.315,12.769,3.915,226.636,7.651,-5.799,29.95,17.187,74.195,-7.021,,1.152,-3.09,-2.708,303.606,104.37,-12.692,,1326.984,-0.372,339.982,19.904,465.744,153.374,331.04,110.928,307.479,24.172,243.059,257.526,163.433,25.665,175.231,23.545,256.973,,,,,227.026
2019-04-24,,,-1.234,66.436,87.145,301.25,303.487,269.192,461.897,460.526,282.765,7.121,176.937,,-6.751,12.029,2.536,230.416,8.649000000000001,-5.092,29.154,16.065,78.136,-7.345,,0.098,-3.189,-2.511,304.513,103.092,-12.807,,1344.27,-0.367,342.758,18.567,469.376,157.782,330.164,108.829,308.922,20.379,246.785,262.023,162.666,22.958,169.507,22.397,262.083,,,,,230.075
2019-04-25,,,-1.34,65.06,84.449,308.934,308.691,273.178,467.892,465.79,282.651,6.902,179.801,,-6.282,11.186,1.335,244.009,6.796,-5.802,30.961,14.973,87.701,-7.011,,-0.922,-3.166,-2.572,304.751,102.795,-12.769,,1344.758,-0.456,343.36,17.36,475.272,172.011,335.977,107.462,310.666,18.131,249.728,266.795,162.359,21.08,174.335,20.826,265.622,,,,,231.529
2019-04-26,,,-1.678,64.465,84.269,311.884,312.639,272.905,467.901,466.148,284.333,6.925,188.754,,-7.475,11.204,0.713,246.827,7.937,-4.009,30.721,14.625,95.643,-7.747,,-1.272,-3.496,-2.762,306.194,102.991,-12.161,,1370.243,-0.331,344.349,16.652,483.494,179.125,336.1,106.125,308.786,17.401,249.176,266.732,161.878,20.513,171.874,20.113,265.202,,,,,235.539
2019-04-29,,,-1.649,62.835,82.778,314.014,316.132,269.778,464.714,463.626,281.256,6.86,192.36,,-6.767,11.917,1.308,248.763,8.011,-5.542,29.952,16.012,95.892,-7.429,,-0.5710000000000001,-3.301,-2.41,304.465,102.94,-12.85,,1380.098,-0.447,343.555,16.919,486.068,180.507,330.237,106.139,302.88,17.673000000000002,246.287,263.804,162.655,20.128,170.842,20.318,262.853,,,,,239.656
2019-04-30,,,-1.947,60.269,81.262,314.394,318.44,266.523,446.825,445.987,279.438,6.652,191.17,,-7.436,11.961,0.5740000000000001,246.258,9.577,-4.758,24.825,15.643,95.291,-7.106,,-1.533,-3.551,-2.548,301.933,102.868,-12.421,,1379.243,-0.588,340.22,18.371,491.347,183.114,321.179,105.29,300.982,16.092,243.972,260.365,162.295,18.821,168.23,19.868,260.361,,,,,233.025
2019-05-02,,,-1.875,59.854,80.712,320.138,326.088,266.271,449.814,446.736,274.81,6.735,190.368,,-7.42,11.852,0.78,245.936,10.026,-4.241,30.558,15.998,95.686,-7.368,,-0.39,-3.846,-2.6109999999999998,296.889,102.729,-12.538,,1379.232,-1.016,337.68,18.386,491.635,183.274,316.12,104.969,299.719,14.831,243.687,258.495,161.689,18.267,168.235,20.528,259.05,,,,,231.415
2019-05-03,,,-1.81,58.949,79.285,324.63,326.367,266.683,451.145,448.881,273.981,6.114,190.865,,-7.729,11.653,2.072,244.872,9.218,-5.559,30.417,15.855,95.247,-7.455,,0.227,-3.7800000000000002,-2.428,297.069,102.903,-13.049,,1400.88,-0.99,339.275,18.351,493.815,185.405,318.231,103.911,299.62,15.54,244.655,258.895,166.313,18.444,175.625,20.493,259.084,,,,,231.54
2019-05-06,,,-2.09,59.364,79.027,319.946,,267.997,451.43,449.015,275.511,6.25,191.285,,-7.146,12.159,2.125,251.081,18.007,-3.2800000000000002,31.031,15.676,100.795,-7.443,,-0.07,-3.985,-2.811,300.212,102.079,-12.538,,1408.442,-1.313,341.387,17.553,499.565,189.54,319.906,103.454,300.975,15.292,246.295,260.525,166.278,18.315,175.193,20.395,260.279,,,,,231.977
2019-05-07,,,-2.171,59.249,78.873,331.962,342.906,278.31,462.952,459.635,290.089,6.293,198.439,,-7.226,11.025,1.966,254.713,11.575,-5.285,30.024,19.412,104.328,-7.601,,0.05,-4.038,-2.942,311.283,104.045,-13.212,,1431.902,-1.141,352.42,18.265,504.702,196.72,341.763,103.395,311.275,19.949,255.604,270.147,161.539,18.627,170.506,21.94,268.763,,,,,240.369
2019-05-08,,,-2.117,60.015,79.253,338.496,346.62,290.038,465.368,464.171,305.863,6.019,204.158,,-6.848,11.093,1.9649999999999999,261.018,12.604,-5.74,30.373,21.622,113.476,-7.441,,-0.714,-4.026,-2.826,322.915,106.109,-12.778,,1461.19,-1.177,362.49,19.342,515.858,207.807,371.525,104.452,325.488,22.572,267.471,283.599,162.188,20.026,173.222,23.834,277.78,,,,,245.619
2019-05-09,,,-2.232,61.665,79.696,358.413,368.8,301.598,474.207,472.177,311.004,5.68,210.261,,-6.325,10.746,3.3,274.828,15.615,-3.063,29.987,23.752,122.579,-7.144,,-0.858,-3.777,-2.499,330.187,108.861,-12.595,,1486.991,-1.366,373.926,19.897,527.525,217.743,397.249,105.923,341.015,24.685,277.799,297.915,165.135,21.955,173.106,25.9,286.099,,,,,251.521
2019-05-10,,,-2.255,62.063,80.095,356.493,354.535,300.274,470.086,468.788,307.804,5.691,213.146,,-6.175,12.029,4.497,275.441,16.999,-3.722,30.116,24.583,119.146,-7.322,,0.764,-3.883,-2.7640000000000002,326.724,109.242,-12.472,,1488.686,-1.388,368.918,19.948,526.848,217.408,382.793,105.843,336.672,25.151,274.858,298.951,168.13,22.456,171.372,26.551,284.449,,,,,253.258
2019-05-13,,,-2.173,64.225,82.35,367.598,358.536,310.335,481.465,478.48,313.875,5.857,220.641,,-5.8469999999999995,11.991,5.931,276.395,14.819,-3.075,30.893,26.596,120.868,-7.582,,1.061,-3.693,-2.732,331.786,111.544,-12.221,,1623.896,-1.046,373.834,22.814,583.655,220.749,395.364,106.949,349.557,27.456,284.102,313.962,167.965,24.14,170.801,30.506,293.245,,,,,261.023
2019-05-14,,,-2.211,66.01,83.351,364.717,,309.943,479.251,480.71,309.445,5.896,222.92,,-5.068,12.26,7.427,278.24,17.472,-3.724,31.367,27.489,119.205,-7.277,,1.176,-3.841,-2.751,331.19,112.894,-12.09,,1610.489,-1.2650000000000001,374.54,24.843,585.083,220.958,388.596,106.873,349.882,29.189,285.933,316.729,173.537,25.457,178.958,32.025,295.587,,,,,260.897
2019-05-15,,,-2.166,65.519,83.034,361.056,,311.736,480.929,481.324,309.148,5.744,221.108,,-5.749,12.776,7.361,280.487,17.176,-5.7,31.828,28.372,117.857,-7.324,,0.36,-4.098,-2.629,329.13,112.492,-12.374,,1638.426,-1.195,374.456,24.893,587.679,221.53,391.793,107.41,352.803,28.957,287.177,320.965,173.797,25.067,179.612,30.952,298.471,,,,,258.519
2019-05-16,,,-2.318,63.737,81.015,386.873,380.552,305.456,472.276,468.815,301.983,5.861,215.906,,-6.882,13.964,8.761,277.898,18.513,-5.081,33.524,29.031,114.589,-7.3629999999999995,,1.488,-4.407,-2.786,326.165,111.994,-12.167,,1650.147,-1.239,370.729,25.508,585.459,219.562,372.312,107.854,346.621,29.282,278.545,309.475,174.564,25.23,179.326,30.838,293.328,,,,,245.013
2019-05-17,,,-2.324,63.215,80.42,383.342,384.835,304.071,468.36,469.141,302.02,5.741,214.666,,-6.286,15.525,10.732,276.372,19.962,-6.048,33.769,30.877,112.784,-7.449,,3.121,-4.122,-2.661,327.555,112.774,-12.501,,1671.88,-1.218,371.952,26.684,587.992,221.719,372.043,109.017,344.905,30.3,276.899,305.309,174.693,26.784,177.741,31.662,292.16,,,,,243.37
2019-05-20,,,-2.127,63.254,80.871,382.669,377.034,303.429,466.914,465.442,300.999,5.667,214.358,,-5.258,16.131,12.282,276.082,21.378,-4.463,33.512,31.21,112.576,-7.163,,3.888,-4.162,-2.847,326.377,112.84,-12.24,,1743.993,-1.387,370.193,27.441,614.195,220.786,378.834,108.737,344.147,30.796,275.861,303.648,174.56,27.365,177.445,32.408,291.138,,,,,244.736
2019-05-21,,,-2.2720000000000002,65.009,82.431,378.796,373.905,302.19,461.627,461.944,301.814,5.721,215.713,,-4.227,16.743,14.075,274.617,20.086,-4.401,30.093,33.762,111.094,-6.83,,5.619,-4.062,-2.458,325.912,114.28,-12.251,,1849.411,-1.318,370.508,29.312,670.631,218.068,384.906,110.128,342.333,33.147,273.026,301.95,174.947,29.291,177.487,33.779,289.737,,,,,247.331
2019-05-22,,,-2.006,65.007,82.196,378.482,368.493,307.342,461.097,461.675,308.31,5.7379999999999995,217.337,,-4.943,16.395,14.265,273.399,22.141,-4.791,30.264,34.216,110.615,-7.128,,5.671,-4.174,-2.502,331.406,115.031,-12.308,,2172.86,-1.461,376.826,29.644,749.972,216.585,394.321,110.308,347.12,33.676,278.705,309.363,174.307,28.941,177.287,33.621,293.666,,,,,249.438
2019-05-23,,,-1.987,66.363,83.143,380.603,379.777,318.903,470.612,469.509,324.569,5.874,230.756,,-4.992,16.305,15.469,273.64,22.611,-4.503,30.176,37.172,114.0,-6.743,,6.998,-4.183,-2.357,344.102,116.88,-11.812,,2295.997,-1.093,387.939,31.839,814.468,220.498,411.771,111.896,358.939,38.592,290.622,323.546,174.534,28.549,176.309,35.911,303.631,,,,,267.285
2019-05-24,,,-1.73,66.848,83.492,381.228,379.963,320.134,467.857,467.469,319.975,5.7780000000000005,228.084,,-5.719,16.454,15.213,271.581,22.327,-3.042,30.07,38.088,112.198,-6.922,,7.167,-3.997,-2.234,340.846,116.699,-11.774000000000001,,1745.519,-1.106,385.704,32.824,613.571,218.393,403.696,111.387,359.523,38.272,290.779,323.58,176.092,29.001,178.977,36.605,304.796,,,,,264.095
2019-05-27,,,-2.082,66.555,83.464,381.397,379.5,321.358,468.534,467.721,319.963,5.938,228.001,,-5.452,15.534,13.864,274.704,23.338,-2.66,29.773,36.576,116.545,-6.651,,6.463,-3.906,-2.536,340.688,116.132,-11.59,,1715.251,-1.409,387.916,32.035,614.836,217.089,399.556,110.672,359.644,37.323,291.442,324.743,175.288,28.397,178.914,35.819,305.829,,,,,265.077
2019-05-28,,,-1.792,66.541,83.631,384.585,379.847,326.879,472.405,470.456,319.457,5.923,228.639,,-5.079,15.857,14.677,273.891,21.457,-4.584,25.517,37.77,111.702,-6.956,,6.816,-4.069,-2.365,343.33,117.811,-11.858,,1799.472,-0.9490000000000001,387.652,32.946,624.315,219.272,408.376,112.382,366.647,37.913,298.527,330.934,176.366,28.311,179.481,36.657,311.166,,,,,265.559
2019-05-29,,,-1.949,68.37,84.356,392.847,387.039,336.207,476.06,475.258,321.107,5.942,230.104,,-5.752,16.124,14.58,277.673,22.337,-4.128,31.002,37.845,114.921,-6.916,,7.79,-4.014,-2.308,346.121,119.224,-11.738,,1981.751,-0.874,390.563,34.329,690.822,224.152,423.509,113.704,374.948,39.033,306.09,341.45,177.154,28.735,182.412,37.382,317.883,,,,,266.235
2019-05-30,,,-1.8290000000000002,68.678,83.895,395.079,396.75,333.604,473.524,473.348,316.011,5.993,229.977,,-5.474,16.135,14.689,276.47,22.371,-4.04,28.65,38.49,114.374,-6.41,,8.623,-3.834,-2.171,344.129,118.94,-11.465,,1944.953,-0.905,386.65,34.226,680.272,223.238,411.994,113.763,371.811,40.734,302.673,338.335,176.646,28.859,179.739,37.563,315.479,,,,,265.677
2019-05-31,,,-1.659,69.209,84.938,409.287,409.127,337.477,486.359,486.576,321.64,5.984,231.633,,-6.675,15.766,14.55,281.994,21.862,-3.714,30.496,40.226,119.156,-6.699,,8.216,-4.123,-2.291,349.454,118.766,-11.495,,2003.57,-0.8190000000000001,391.135,33.418,725.308,227.251,422.811,113.31,376.771,41.672,306.208,342.236,177.257,28.546,182.125,38.07,319.163,,,,,271.524
2019-06-03,,,-1.804,72.861,88.699,416.908,415.977,337.18,487.728,490.15,324.118,6.075,242.39,,-5.786,18.073,16.961,284.906,24.351,-2.919,29.142,43.492,125.463,-6.843,,11.105,-4.1,-2.286,354.609,120.859,-11.702,,2056.97,-0.971,395.409,35.95,781.712,231.493,425.551,115.559,377.035,45.57,306.854,340.589,177.936,31.519,181.906,40.82,318.983,,,,,286.302
2019-06-04,,,-1.784,73.725,90.441,416.459,412.453,322.869,482.565,485.129,313.588,6.044,242.024,,-5.183,18.343,17.237,284.351,24.199,-2.201,29.434,44.364,124.901,-6.8469999999999995,,11.328,-4.013,-2.317,350.516,118.825,-11.384,,2040.064,-0.749,389.206,37.286,745.72,227.9,403.203,112.854,363.694,46.273,293.45,314.322,179.714,31.858,182.018,41.809,308.911,,,,,285.808
2019-06-05,,,-2.001,72.973,90.267,415.354,407.231,317.725,487.646,489.513,302.565,5.979,238.432,,-5.351,17.521,17.073,285.088,23.329,-4.193,28.095,42.876,121.989,-6.691,,12.209,-4.38,-2.319,342.162,115.806,-11.43,,2045.699,-1.117,381.038,35.907,753.044,226.346,392.503,109.507,357.547,45.124,286.717,303.95,172.238,31.952,175.879,41.855,303.081,,,,,283.609
2019-06-06,,,-1.9540000000000002,73.248,90.033,415.475,409.777,314.695,484.264,486.589,295.925,5.737,237.001,,-6.765,18.024,17.857,282.653,23.539,-1.76,27.757,43.158,116.816,-6.195,,13.436,-3.99,-2.1310000000000002,338.438,114.757,-11.505,,2078.151,-0.973,373.559,36.634,811.717,225.102,386.087,108.686,354.058,46.022,283.632,299.229,170.393,32.738,176.569,41.462,300.965,,,,,283.511
2019-06-07,,,-1.526,73.439,90.093,414.422,409.792,311.982,480.778,482.938,291.442,5.966,235.436,,-8.188,17.297,18.39,282.722,21.93,-2.495,27.776,43.363,115.42,-6.483,,11.543,-4.009,-2.142,335.243,114.383,-11.409,,2036.773,-0.9390000000000001,370.776,36.165,783.747,224.949,380.6,108.051,351.841,45.795,280.289,296.767,171.76,33.051,178.497,40.296,298.71,,,,,282.099
2019-06-10,,,-2.22,72.035,87.913,414.149,409.455,298.786,462.275,462.358,280.579,6.019,232.176,,-6.066,16.617,17.292,277.294,21.533,-2.9290000000000003,25.582,42.256,113.514,-7.011,,11.109,-3.882,-2.29,323.337,112.48,-11.7,,2037.419,-1.264,359.14,34.209,780.081,222.017,369.891,107.214,345.094,43.115,272.504,291.852,170.488,31.517,177.002,39.414,288.728,,,,,278.712
2019-06-11,,,-2.026,72.409,86.416,411.706,405.577,295.907,438.103,437.986,270.324,5.975,229.438,,-5.112,16.061,16.906,275.313,20.919,-3.064,25.763,40.622,109.134,-6.803,,9.718,-3.998,-2.1,310.739,112.165,-11.278,,2010.729,-0.797,344.982,31.548000000000002,744.001,220.764,365.808,104.493,340.965,41.668,271.613,291.408,168.082,32.175,175.524,38.603,287.987,,,,,275.396
2019-06-12,,,-2.036,72.255,86.476,413.531,407.222,298.194,453.056,451.368,282.146,5.912,228.239,,-4.75,15.657,17.096,274.229,21.147,-1.746,26.47,39.319,107.907,-6.708,,10.296,-4.099,-2.217,319.999,112.875,-11.116,,1998.083,-0.899,352.681,31.518,748.662,220.401,373.965,105.103,342.618,42.353,274.031,296.959,170.766,33.207,176.03,38.949,289.946,,,,,274.298
2019-06-13,,,-2.123,72.859,86.547,412.858,407.001,299.07,450.906,451.335,275.919,5.948,229.061,,-4.681,15.195,17.723,272.223,21.471,-2.665,26.43,39.11,106.754,-6.335,,10.394,-4.084,-2.502,314.901,113.683,-10.422,,1987.11,-0.962,349.623,31.27,743.071,218.647,369.064,105.351,341.361,42.516,274.601,298.61,168.967,34.147,173.355,39.423,290.003,,,,,274.792
2019-06-14,,,-2.053,73.692,87.146,413.906,407.173,300.661,451.621,451.557,273.444,6.05,228.715,,-4.786,15.019,16.947,271.432,19.165,-2.477,26.465,37.871,105.379,-6.343,,8.393,-4.046,-2.398,312.128,113.7,-9.897,,2011.872,-1.032,347.898,31.089,762.01,218.678,365.928,103.721,341.147,42.063,275.49,299.955,169.161,33.874,174.539,39.782,291.375,,,,,275.099
2019-06-17,,,-1.959,73.499,87.312,415.035,407.088,299.9,452.295,451.856,267.45,5.895,227.284,,-4.564,15.818,16.831,266.393,20.34,-3.119,28.886,37.597,101.67,-6.259,,8.004,-3.919,-2.076,304.946,113.302,-10.012,,2014.009,-1.093,341.24,30.517,777.218,216.987,364.017,103.803,340.397,41.782,274.0,299.947,171.244,33.626,172.746,39.326,289.865,,,,,275.94
2019-06-18,,,-2.125,68.564,83.152,404.857,401.831,297.525,427.567,434.953,245.936,5.827,222.754,,-7.011,13.767,14.932,257.471,20.951,-3.468,27.547,34.804,94.944,-6.0,,6.353,-4.494,-2.567,284.016,111.072,-9.798,,2066.885,-1.278,319.453,27.438,801.596,210.357,347.112,101.386,336.187,37.953,272.553,293.314,166.646,31.514,175.767,35.514,289.501,,,,,272.137
2019-06-19,,,-1.799,64.198,78.75,384.699,384.588,285.418,419.554,426.114,239.005,6.057,215.312,136.139,-5.618,15.109,14.655,251.207,21.057,-3.482,28.247,32.249,89.004,-5.359,,7.657,-4.27,-2.159,269.849,108.202,-9.47,,2133.058,-0.837,301.81,24.71,886.579,207.033,332.42,98.642,319.999,36.255,260.015,280.726,166.419,31.747,166.873,33.748,279.852,,,,,264.328
2019-06-20,,,-1.807,59.913,74.861,374.682,386.035,274.888,415.092,418.737,231.489,5.898,202.854,128.472,-7.665,13.595,12.812,235.726,19.792,-3.082,27.779,29.229,67.067,-5.767,,6.417,-4.221,-2.276,266.512,101.3,-9.373,,2139.696,-1.306,298.118,21.056,866.797,196.745,318.9,93.837,307.187,33.074,252.7,267.781,157.8,28.642,162.454,29.881,270.281,,,,,256.83
2019-06-21,,,-1.701,58.388,73.384,377.694,391.821,273.934,429.204,429.221,244.435,5.98,197.471,127.395,-6.53,14.426,11.825,233.083,19.005,-3.56,27.816,30.143,63.234,-5.899,,6.464,-4.094,-1.8860000000000001,270.489,101.826,-9.314,,2142.452,-1.007,301.922,19.395,865.884,189.732,327.632,93.954,305.421,31.401,250.477,268.855,166.045,28.548000000000002,158.271,28.021,267.102,,,,,255.866
2019-06-24,,,-1.8860000000000001,58.032,72.835,386.63,395.529,273.582,431.453,432.615,248.795,5.856,192.321,127.862,-6.553,13.67,11.706,225.392,19.21,-3.01,27.571,30.064,61.497,-5.683,,6.695,-4.143,-1.9649999999999999,275.346,100.059,-9.046,,2165.355,-1.283,305.586,18.005,906.56,187.938,329.673,92.656,302.448,30.645,247.264,267.009,163.603,28.344,162.947,27.806,267.429,,,,,255.629
2019-06-25,,,-2.024,59.396,73.658,396.278,402.095,276.306,445.112,445.026,258.331,5.94,193.111,129.892,-7.25,13.703,12.272,227.249,20.142,-2.221,27.637,30.297,63.876,-5.34,,6.57,-4.211,-1.9460000000000002,283.71,100.703,-8.515,,2251.097,-1.213,312.058,18.343,991.11,184.177,340.661,91.388,301.676,30.898,249.369,269.341,152.223,37.661,163.551,28.268,270.297,,,,,259.136
2019-06-26,,,-2.031,60.327,75.111,408.228,411.053,274.995,443.088,443.57,263.277,5.768,195.547,133.236,-6.307,14.469,14.043,225.56,20.845,-3.458,28.176,31.614,63.651,-5.526,,8.262,-4.337,-2.236,290.459,101.546,-8.804,,2236.052,-1.135,316.469,19.03,960.712,183.084,333.455,91.837,302.866,32.439,248.539,270.889,151.04,41.171,156.628,28.971,269.227,,,,,264.495
2019-06-27,,,-1.683,61.943,75.56,412.502,409.596,275.419,433.521,436.727,256.229,5.861,197.08,134.167,-6.021,14.762,13.515,223.923,20.068,-2.673,27.933,31.853,61.414,-5.036,,7.433,-4.164,-1.976,286.858,101.401,-8.41,,2169.255,-1.023,311.662,18.888,861.535,180.526,326.867,89.346,301.544,32.305,248.79,270.901,152.821,44.065,156.612,29.45,269.812,,,,,267.851
2019-06-28,,,-1.9540000000000002,62.67,76.224,410.247,406.818,271.974,414.577,420.52,247.776,5.884,195.445,133.894,-6.18,14.944,13.207,221.199,20.467,-3.482,27.939,31.892,63.153,-5.629,,6.805,-4.416,-2.342,281.213,99.657,-8.757,,2151.479,-1.31,303.673,18.744,830.38,177.164,302.696,87.852,299.362,31.54,246.648,266.614,158.558,44.081,158.055,29.325,267.809,,,,,266.969
